index,(+ve word count) ,(-ve word count),(overall polarity),(times change in pol),(largest + cont),(largest - cont),(capital letters),(punctuation),emoji_count,laughter_exp_count,label
202,0,0,0,0,0,0,13,1,0,0,0
203,0,0,0,0,0,0,8,0,0,0,0
204,2,0,2,0,2,0,2,1,0,0,1
205,1,0,2,0,1,0,1,0,0,0,0
206,0,1,-3,0,0,1,4,0,0,0,1
207,1,1,0,1,1,1,1,0,0,0,0
208,1,0,1,0,1,0,16,1,0,0,0
209,2,0,3,0,2,0,14,0,1,0,1
210,0,0,0,0,0,0,3,2,1,0,0
211,0,1,-1,0,0,1,0,0,2,0,0
212,1,2,-2,1,1,2,4,5,0,0,1
213,1,1,0,1,1,1,1,0,0,0,0
214,0,0,0,0,0,0,5,4,0,0,1
215,1,0,1,0,1,0,0,0,0,0,1
216,1,0,1,0,1,0,3,0,0,0,0
217,0,0,0,0,0,0,2,0,1,0,1
218,0,2,-2,0,0,2,16,2,0,0,0
219,1,5,-7,2,1,3,3,0,0,0,1
220,1,1,0,1,1,1,1,0,0,0,1
221,1,0,1,0,1,0,8,2,0,0,0
222,0,0,0,0,0,0,1,0,0,0,0
223,0,1,-1,0,0,1,3,0,0,0,0
224,0,1,-2,0,0,1,1,0,0,0,0
225,0,1,-1,0,0,1,5,1,0,0,0
226,2,0,3,0,2,0,9,1,0,0,0
227,0,0,0,0,0,0,9,0,0,0,0
228,0,0,0,0,0,0,2,1,0,0,0
229,0,0,0,0,0,0,5,0,0,0,1
230,0,1,-1,0,0,1,0,0,0,0,0
231,1,0,1,0,1,0,12,2,0,0,1
232,2,1,1,2,1,1,2,4,1,0,1
233,1,0,1,0,1,0,6,0,0,0,0
234,0,0,0,0,0,0,6,0,0,0,0
235,1,0,1,0,1,0,13,2,0,0,0
236,3,0,3,0,3,0,8,9,0,0,1
237,0,3,-6,0,0,3,14,5,0,0,1
238,0,0,0,0,0,0,4,0,0,0,0
239,0,1,-2,0,0,1,5,2,0,0,1
240,1,0,2,0,1,0,4,1,0,0,1
241,1,1,-2,1,1,1,5,0,0,0,0
242,0,1,-1,0,0,1,2,0,0,0,0
243,1,0,2,0,1,0,1,1,0,0,1
244,2,0,4,0,2,0,2,0,0,0,1
245,0,4,-6,0,0,4,9,3,0,0,1
246,1,1,-1,1,1,1,10,2,0,0,1
247,1,0,2,0,1,0,0,0,0,0,0
248,0,1,-1,0,0,1,12,0,0,0,0
249,1,0,3,0,1,0,7,0,0,0,1
250,0,0,0,0,0,0,14,0,0,0,1
251,1,0,1,0,1,0,11,1,0,0,1
252,0,0,0,0,0,0,1,1,0,0,0
253,1,1,1,1,1,1,2,0,0,0,1
254,0,1,-1,0,0,1,62,2,1,0,1
255,0,1,-1,0,0,1,0,2,0,0,0
256,0,0,0,0,0,0,21,0,0,0,1
257,4,0,6,0,4,0,6,0,0,0,0
258,1,0,2,0,1,0,2,2,0,0,0
259,0,0,0,0,0,0,0,2,0,0,1
260,1,1,0,1,1,1,4,1,0,0,1
261,1,0,1,0,1,0,7,0,0,0,0
262,1,2,-1,1,1,2,6,0,0,0,0
263,0,0,0,0,0,0,13,0,0,0,0
264,1,0,2,0,1,0,6,1,0,0,1
265,0,0,0,0,0,0,5,0,0,0,0
266,1,0,1,0,1,0,0,3,0,0,0
267,0,2,-3,0,0,2,2,0,0,0,1
268,0,0,0,0,0,0,9,2,0,0,0
269,1,0,1,0,1,0,0,0,0,0,1
270,0,0,0,0,0,0,4,0,0,0,0
271,0,0,0,0,0,0,2,0,0,0,0
272,0,1,-1,0,0,1,0,2,0,0,1
273,1,0,1,0,1,0,0,0,0,0,1
274,0,0,0,0,0,0,2,0,0,0,1
275,0,2,-2,0,0,2,6,0,0,0,0
276,1,0,1,0,1,0,1,2,0,0,1
277,0,0,0,0,0,0,8,1,0,0,1
278,1,1,0,1,1,1,3,0,0,0,0
279,0,0,0,0,0,0,1,0,0,0,0
280,0,1,-1,0,0,1,10,0,0,0,0
281,0,1,-1,0,0,1,5,0,0,0,1
282,1,0,2,0,1,0,1,0,0,0,1
283,0,0,0,0,0,0,6,0,0,0,1
284,0,1,-1,0,0,1,1,1,0,0,1
285,0,0,0,0,0,0,0,0,0,0,0
286,1,0,2,0,1,0,8,0,1,0,1
287,1,1,0,1,1,1,20,4,0,0,1
288,2,2,0,1,2,2,8,0,1,0,1
289,2,0,3,0,2,0,13,0,0,0,0
290,2,0,3,0,2,0,9,0,0,0,0
291,2,0,4,0,2,0,2,0,1,0,0
292,1,1,0,1,1,1,3,0,0,0,0
293,1,1,0,1,1,1,7,2,0,0,1
294,0,0,0,0,0,0,4,0,0,0,0
295,0,2,-2,0,0,2,9,0,0,0,0
296,1,1,-1,1,1,1,8,0,0,0,0
297,1,0,2,0,1,0,20,2,0,0,1
298,1,0,2,0,1,0,2,0,0,0,0
299,1,0,1,0,1,0,2,0,0,0,0
300,0,0,0,0,0,0,14,0,0,0,0
301,0,1,-1,0,0,1,2,0,0,0,0
302,1,1,-1,1,1,1,11,0,0,1,1
303,0,2,-2,0,0,2,1,0,0,0,0
304,1,0,2,0,1,0,5,0,0,0,0
305,0,1,-1,0,0,1,3,0,0,0,1
306,0,0,0,0,0,0,17,0,0,0,0
307,1,0,2,0,1,0,15,0,0,0,0
308,0,0,0,0,0,0,6,0,0,0,0
309,1,0,2,0,1,0,7,0,0,0,0
310,0,1,-1,0,0,1,2,0,0,0,0
311,0,0,0,0,0,0,1,0,0,0,1
312,0,0,0,0,0,0,1,0,0,0,0
313,0,0,0,0,0,0,6,0,0,0,1
314,1,3,-6,1,1,3,9,2,0,0,1
315,1,2,-2,2,1,1,9,0,0,0,1
316,1,1,0,1,1,1,2,0,0,0,1
317,1,1,-2,1,1,1,6,0,0,0,1
318,1,0,1,0,1,0,1,0,0,0,0
319,1,1,0,1,1,1,2,4,0,0,1
320,0,0,0,0,0,0,9,0,0,0,1
321,0,0,0,0,0,0,8,0,0,0,0
322,2,1,3,1,2,1,1,2,0,0,0
323,0,0,0,0,0,0,9,0,0,0,0
324,1,0,2,0,1,0,5,0,0,0,1
325,0,0,0,0,0,0,5,0,0,0,0
326,1,0,1,0,1,0,16,0,0,0,0
327,0,1,-1,0,0,1,1,1,0,0,0
328,0,1,-1,0,0,1,8,1,0,0,0
329,0,1,-1,0,0,1,3,0,0,0,0
330,0,0,0,0,0,0,11,0,0,0,0
331,1,0,1,0,1,0,6,0,0,0,1
332,1,0,3,0,1,0,9,0,0,0,1
333,1,0,1,0,1,0,1,3,0,0,1
334,2,0,4,0,2,0,3,0,0,0,0
335,2,1,0,1,2,1,4,0,0,0,1
336,1,1,0,1,1,1,1,0,0,0,1
337,1,0,1,0,1,0,4,2,0,0,1
338,1,0,1,0,1,0,12,0,0,0,0
339,2,0,3,0,2,0,7,2,1,0,1
340,1,1,0,1,1,1,5,2,0,0,0
341,1,1,1,1,1,1,6,0,0,0,1
342,0,0,0,0,0,0,7,1,0,0,0
343,0,0,0,0,0,0,7,0,0,0,0
344,1,0,2,0,1,0,9,1,0,0,1
345,1,0,2,0,1,0,0,1,0,0,1
346,2,0,2,0,2,0,2,0,0,0,1
347,2,0,2,0,2,0,0,0,0,0,1
348,0,0,0,0,0,0,2,0,0,0,1
349,1,2,-1,1,1,2,1,2,0,0,0
350,0,0,0,0,0,0,12,0,0,0,0
351,1,4,-7,1,1,4,2,0,0,1,0
352,0,1,-2,0,0,1,1,0,0,0,0
353,0,0,0,0,0,0,1,0,0,0,1
354,0,0,0,0,0,0,7,1,0,0,0
355,0,0,0,0,0,0,4,2,0,0,1
356,1,2,0,1,1,2,1,1,0,0,1
357,0,2,-2,0,0,2,1,0,0,0,1
358,0,0,0,0,0,0,4,0,0,0,1
359,5,1,5,1,5,1,7,0,0,0,1
360,1,1,0,1,1,1,8,0,0,0,1
361,0,0,0,0,0,0,1,1,0,0,1
362,0,0,0,0,0,0,1,0,0,0,1
363,1,1,0,1,1,1,5,0,0,0,1
364,1,0,3,0,1,0,1,0,0,0,1
365,0,0,0,0,0,0,8,0,0,0,0
366,0,1,-2,0,0,1,4,0,0,0,1
367,0,0,0,0,0,0,1,0,0,0,0
368,0,0,0,0,0,0,9,0,0,0,0
369,3,0,6,0,3,0,4,2,0,0,0
370,0,1,-1,0,0,1,7,2,0,0,1
371,0,0,0,0,0,0,6,2,0,0,0
372,1,0,1,0,1,0,10,0,3,0,0
373,2,2,-1,1,2,2,1,0,0,0,1
374,0,0,0,0,0,0,2,1,0,0,0
375,1,0,1,0,1,0,1,0,0,0,0
376,0,0,0,0,0,0,4,0,1,0,1
377,0,1,-1,0,0,1,2,1,0,0,1
378,0,2,-2,0,0,2,4,3,0,0,1
379,1,0,2,0,1,0,2,2,0,0,1
380,0,0,0,0,0,0,6,0,0,0,0
381,2,0,4,0,2,0,7,0,0,0,1
382,2,0,3,0,2,0,8,0,0,0,0
383,1,0,2,0,1,0,5,1,0,0,1
384,0,4,-7,0,0,4,25,2,0,0,0
385,0,0,0,0,0,0,11,0,0,0,0
386,0,1,-2,0,0,1,6,2,0,0,0
387,1,2,-2,1,1,2,9,1,0,0,1
388,1,0,1,0,1,0,14,0,0,0,1
389,0,0,0,0,0,0,1,1,0,0,1
390,1,0,2,0,1,0,9,0,0,0,0
391,1,0,1,0,1,0,5,0,0,0,1
392,2,0,2,0,2,0,1,0,0,0,1
393,0,0,0,0,0,0,9,0,0,0,0
394,2,0,3,0,2,0,9,1,0,0,0
395,1,1,0,1,1,1,7,0,0,0,1
396,1,0,1,0,1,0,2,0,0,0,0
397,0,1,-2,0,0,1,4,0,0,0,0
398,0,0,0,0,0,0,6,0,0,0,0
399,1,0,2,0,1,0,1,0,0,0,0
400,1,0,1,0,1,0,1,0,1,0,1
401,0,1,-2,0,0,1,3,0,0,0,1
402,1,0,2,0,1,0,1,1,0,0,0
403,2,1,1,2,1,1,1,0,0,0,1
404,0,0,0,0,0,0,1,0,0,0,0
405,1,0,2,0,1,0,17,1,0,0,1
406,0,1,-2,0,0,1,6,1,0,0,1
407,3,1,0,2,2,1,3,0,1,1,0
408,0,0,0,0,0,0,6,0,0,0,0
409,0,0,0,0,0,0,5,0,0,0,0
410,0,0,0,0,0,0,6,3,0,0,1
411,0,0,0,0,0,0,1,2,1,0,1
412,2,0,2,0,2,0,8,0,0,1,0
413,0,0,0,0,0,0,6,1,0,0,0
414,0,1,-2,0,0,1,9,0,0,0,0
415,5,0,6,0,5,0,6,2,0,0,1
416,0,1,-1,0,0,1,1,0,0,0,1
417,0,0,0,0,0,0,3,0,0,0,0
418,1,0,2,0,1,0,9,0,0,0,1
419,0,1,-1,0,0,1,2,4,0,0,1
420,1,2,0,1,1,2,5,0,0,0,0
421,0,0,0,0,0,0,5,0,0,0,1
422,1,0,2,0,1,0,1,0,0,0,1
423,1,0,1,0,1,0,2,0,0,0,0
424,3,0,4,0,3,0,8,2,0,1,1
425,0,0,0,0,0,0,2,0,0,0,1
426,1,1,0,1,1,1,6,3,0,0,1
427,1,0,1,0,1,0,9,0,0,0,0
428,2,1,0,1,2,1,4,1,0,0,0
429,2,0,2,0,2,0,2,0,0,1,0
430,1,0,1,0,1,0,13,0,0,0,1
431,1,1,0,1,1,1,6,0,0,0,0
432,0,0,0,0,0,0,1,1,0,0,0
433,0,1,-3,0,0,1,2,0,0,0,0
434,0,0,0,0,0,0,1,2,0,0,1
435,0,0,0,0,0,0,8,0,0,0,0
436,0,2,-2,0,0,2,2,0,0,0,0
437,0,0,0,0,0,0,6,1,0,0,1
438,1,1,-1,1,1,1,1,1,0,0,1
439,1,1,0,1,1,1,5,3,0,0,1
440,0,0,0,0,0,0,3,0,0,0,0
441,1,0,1,0,1,0,3,0,0,0,1
442,1,4,-3,2,1,3,15,0,0,0,0
443,1,0,1,0,1,0,3,0,0,0,0
444,1,0,1,0,1,0,4,1,0,0,1
445,1,0,1,0,1,0,9,0,0,0,1
446,0,0,0,0,0,0,5,3,0,0,1
447,2,1,3,2,1,1,6,2,0,0,1
448,0,0,0,0,0,0,3,0,0,0,1
449,0,0,0,0,0,0,4,0,0,0,0
450,0,0,0,0,0,0,3,0,0,0,0
451,0,0,0,0,0,0,7,5,0,0,1
452,0,0,0,0,0,0,1,0,0,0,0
453,0,0,0,0,0,0,3,1,0,0,1
454,1,0,1,0,1,0,0,0,0,0,0
455,0,0,0,0,0,0,8,0,0,0,0
456,0,0,0,0,0,0,3,0,0,0,0
457,0,0,0,0,0,0,10,1,0,0,0
458,0,0,0,0,0,0,6,0,0,0,0
459,1,0,1,0,1,0,3,2,0,0,1
460,0,2,-2,0,0,2,4,0,0,0,1
461,0,0,0,0,0,0,3,2,0,0,1
462,0,0,0,0,0,0,5,0,0,0,1
463,0,2,-2,0,0,2,6,0,5,0,1
464,2,1,1,1,2,1,5,0,0,0,1
465,2,0,2,0,2,0,1,0,1,0,0
466,1,0,1,0,1,0,1,0,0,0,0
467,1,0,2,0,1,0,9,0,0,0,0
468,0,1,-1,0,0,1,8,0,0,0,0
469,0,0,0,0,0,0,38,0,23,0,0
470,1,0,1,0,1,0,2,0,0,0,1
471,0,0,0,0,0,0,12,2,0,0,0
472,1,0,1,0,1,0,4,0,0,0,0
473,0,0,0,0,0,0,8,3,0,0,1
474,0,0,0,0,0,0,0,0,0,0,1
475,0,1,-2,0,0,1,6,0,0,0,1
476,1,0,2,0,1,0,9,2,0,0,1
477,1,0,2,0,1,0,6,0,0,0,1
478,0,0,0,0,0,0,3,0,0,0,0
479,0,0,0,0,0,0,24,0,0,0,0
480,0,0,0,0,0,0,1,0,0,0,0
481,0,0,0,0,0,0,0,1,0,0,1
482,0,0,0,0,0,0,6,0,0,0,1
483,1,1,1,1,1,1,11,0,0,0,1
484,0,0,0,0,0,0,15,0,0,0,0
485,1,0,1,0,1,0,1,0,0,0,0
486,0,0,0,0,0,0,15,0,0,0,0
487,0,1,-2,0,0,1,12,0,0,0,0
488,1,0,2,0,1,0,1,0,0,0,1
489,1,0,2,0,1,0,9,1,0,0,0
490,1,0,2,0,1,0,5,0,0,0,1
491,0,0,0,0,0,0,1,0,0,0,0
492,2,0,2,0,2,0,5,0,0,0,1
493,0,0,0,0,0,0,7,0,0,0,0
494,1,1,-2,1,1,1,5,0,0,0,1
495,0,0,0,0,0,0,30,0,0,0,0
496,1,0,1,0,1,0,14,0,0,0,0
497,0,0,0,0,0,0,3,0,0,0,1
498,0,0,0,0,0,0,1,0,0,0,1
499,2,0,3,0,2,0,31,0,0,0,1
500,1,1,-1,1,1,1,4,0,0,0,1
501,1,0,1,0,1,0,1,4,0,0,0
502,0,0,0,0,0,0,8,0,0,0,0
503,0,0,0,0,0,0,3,0,0,0,0
504,0,0,0,0,0,0,11,1,0,0,1
505,1,0,2,0,1,0,14,0,0,0,0
506,0,0,0,0,0,0,25,2,0,0,1
507,1,0,1,0,1,0,1,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0,0
509,1,1,0,1,1,1,2,1,0,0,0
510,1,1,0,1,1,1,3,0,0,0,1
511,0,0,0,0,0,0,2,0,0,0,0
512,1,3,-1,2,1,2,1,0,0,0,1
513,1,1,0,1,1,1,15,3,0,1,1
514,0,0,0,0,0,0,6,0,0,0,0
515,1,0,2,0,1,0,2,0,0,0,1
516,0,0,0,0,0,0,4,0,0,0,0
517,0,0,0,0,0,0,3,3,0,0,1
518,0,0,0,0,0,0,5,0,0,0,1
519,0,0,0,0,0,0,4,0,0,0,1
520,1,0,3,0,1,0,1,0,0,0,0
521,2,0,2,0,2,0,6,0,0,0,1
522,1,0,2,0,1,0,6,0,0,0,0
523,2,0,3,0,2,0,5,1,0,0,0
524,1,1,0,1,1,1,7,1,0,0,1
525,2,0,3,0,2,0,6,0,0,0,0
526,1,0,1,0,1,0,3,1,0,0,0
527,0,2,-2,0,0,2,1,1,0,0,1
528,3,0,4,0,3,0,3,0,0,0,0
529,3,0,3,0,3,0,1,0,0,1,1
530,1,4,-3,2,1,3,13,1,0,0,1
531,0,0,0,0,0,0,2,0,0,0,0
532,2,0,2,0,2,0,1,0,0,0,1
533,0,2,-2,0,0,2,2,0,0,0,0
534,1,0,2,0,1,0,1,0,0,0,1
535,1,1,-1,1,1,1,10,0,0,0,0
536,2,2,-1,1,2,2,1,0,1,0,0
537,0,0,0,0,0,0,6,0,0,0,0
538,1,2,-1,2,1,1,13,1,0,0,0
539,0,1,-3,0,0,1,3,1,0,0,1
540,0,1,-1,0,0,1,3,0,0,0,1
541,2,0,3,0,2,0,3,2,0,0,0
542,0,0,0,0,0,0,2,0,0,0,0
543,1,3,-3,2,1,2,10,0,0,0,1
544,0,0,0,0,0,0,13,0,0,0,0
545,0,2,-4,0,0,2,4,0,0,0,1
546,2,1,2,1,2,1,88,0,0,0,1
547,0,0,0,0,0,0,7,0,0,0,1
548,1,0,1,0,1,0,2,0,1,0,1
549,1,1,0,1,1,1,3,0,0,0,1
550,2,0,2,0,2,0,13,0,0,0,0
551,0,1,-1,0,0,1,8,1,1,0,1
552,1,0,1,0,1,0,0,0,3,0,1
553,0,1,-1,0,0,1,3,0,0,0,0
554,1,1,0,1,1,1,7,0,0,0,0
555,1,0,1,0,1,0,0,0,0,1,1
556,0,0,0,0,0,0,8,0,0,0,0
557,0,2,-3,0,0,2,3,0,0,0,0
558,1,1,0,1,1,1,10,0,0,0,0
559,1,0,2,0,1,0,3,0,0,0,1
560,1,0,1,0,1,0,13,0,0,0,0
561,0,2,-2,0,0,2,12,0,0,0,0
562,0,0,0,0,0,0,13,0,0,0,1
563,1,0,2,0,1,0,2,0,0,0,0
564,0,2,-4,0,0,2,9,2,0,0,1
565,1,1,0,1,1,1,2,0,0,0,1
566,0,1,-1,0,0,1,7,0,0,0,0
567,0,0,0,0,0,0,1,0,0,0,1
568,0,0,0,0,0,0,2,0,0,0,0
569,0,0,0,0,0,0,1,0,0,0,0
570,0,0,0,0,0,0,4,1,0,0,1
571,1,0,2,0,1,0,2,0,0,0,0
572,1,0,1,0,1,0,2,0,0,0,0
573,0,1,-2,0,0,1,3,0,0,0,0
574,1,0,2,0,1,0,0,10,0,0,1
575,1,0,1,0,1,0,14,0,0,0,0
576,0,1,-1,0,0,1,4,1,0,0,1
577,1,0,2,0,1,0,4,0,0,0,0
578,1,0,2,0,1,0,8,0,0,0,1
579,0,1,-2,0,0,1,1,0,0,0,1
580,2,1,0,1,2,1,1,2,1,0,0
581,2,1,2,1,2,1,9,1,0,0,1
582,1,0,2,0,1,0,2,2,0,0,0
583,0,2,-2,0,0,2,12,0,0,0,0
584,0,0,0,0,0,0,3,3,0,0,1
585,1,0,1,0,1,0,2,0,0,0,0
586,0,0,0,0,0,0,6,1,0,0,1
587,0,1,-1,0,0,1,3,3,0,0,1
588,0,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,2,0,0,0,1
590,1,0,4,0,1,0,4,0,0,0,1
591,1,0,1,0,1,0,15,1,0,0,1
592,0,0,0,0,0,0,2,0,0,0,1
593,0,0,0,0,0,0,6,0,0,0,1
594,1,1,-2,1,1,1,5,0,0,0,0
595,0,1,-1,0,0,1,8,1,0,0,1
596,0,0,0,0,0,0,12,0,0,0,0
597,0,0,0,0,0,0,4,0,0,0,0
598,1,2,-2,1,1,2,2,1,0,0,0
599,0,0,0,0,0,0,3,0,0,0,0
600,0,0,0,0,0,0,2,1,0,0,1
601,1,0,2,0,1,0,3,0,0,0,0
602,0,0,0,0,0,0,2,0,0,0,1
603,0,1,-1,0,0,1,0,0,1,0,0
604,0,1,-1,0,0,1,6,4,0,0,1
605,0,0,0,0,0,0,10,0,0,0,0
606,0,0,0,0,0,0,13,1,0,0,0
607,1,0,1,0,1,0,10,2,0,0,1
608,0,1,-1,0,0,1,9,0,0,0,0
609,0,0,0,0,0,0,9,1,0,0,0
610,0,1,-3,0,0,1,2,0,0,0,0
611,0,0,0,0,0,0,2,0,0,0,0
612,2,0,3,0,2,0,2,2,0,0,1
613,0,0,0,0,0,0,1,0,0,0,1
614,0,1,-2,0,0,1,5,8,0,0,1
615,0,1,-3,0,0,1,4,0,0,0,0
616,0,0,0,0,0,0,8,2,0,0,0
617,3,0,3,0,3,0,1,0,0,0,0
618,2,1,2,1,2,1,10,1,0,0,1
619,0,0,0,0,0,0,14,0,0,0,0
620,3,0,4,0,3,0,8,0,0,1,0
621,0,1,-1,0,0,1,10,0,0,0,0
622,2,0,4,0,2,0,4,4,0,0,0
623,0,0,0,0,0,0,2,0,0,0,1
624,0,0,0,0,0,0,1,0,0,0,0
625,0,0,0,0,0,0,12,1,0,0,0
626,0,1,-1,0,0,1,1,2,0,0,1
627,2,0,2,0,2,0,2,0,0,0,0
628,0,0,0,0,0,0,1,0,0,0,0
629,1,1,0,1,1,1,5,1,4,0,1
630,1,1,0,1,1,1,6,0,0,0,1
631,3,0,3,0,3,0,9,0,0,1,0
632,1,1,1,1,1,1,8,3,0,0,1
633,2,1,4,1,2,1,8,0,0,0,1
634,2,1,1,1,2,1,15,0,0,1,0
635,0,0,0,0,0,0,3,0,0,0,1
636,1,0,2,0,1,0,2,1,0,0,1
637,2,2,0,1,2,2,4,0,0,0,0
638,0,0,0,0,0,0,1,0,0,0,1
639,0,1,-2,0,0,1,9,0,0,0,0
640,0,0,0,0,0,0,4,1,0,0,1
641,2,0,3,0,2,0,1,0,0,0,0
642,1,0,2,0,1,0,2,0,0,0,1
643,0,0,0,0,0,0,1,0,0,0,0
644,0,0,0,0,0,0,1,0,0,0,1
645,2,0,2,0,2,0,1,0,0,0,0
646,1,1,1,1,1,1,4,3,0,0,1
647,0,0,0,0,0,0,7,0,0,0,0
648,1,0,1,0,1,0,6,0,0,0,1
649,0,0,0,0,0,0,22,1,0,0,0
650,1,0,1,0,1,0,2,3,0,0,1
651,0,0,0,0,0,0,1,1,0,0,1
652,0,0,0,0,0,0,2,0,0,0,0
653,0,2,-3,0,0,2,3,0,0,0,0
654,0,1,-1,0,0,1,0,1,0,0,1
655,0,0,0,0,0,0,3,0,0,0,1
656,2,2,2,2,1,2,1,2,0,0,1
657,0,0,0,0,0,0,11,0,0,0,0
658,0,0,0,0,0,0,10,0,0,0,0
659,0,0,0,0,0,0,2,0,0,0,1
660,2,0,2,0,2,0,2,0,0,0,0
661,1,0,2,0,1,0,14,0,0,0,0
662,1,1,0,1,1,1,3,0,0,0,0
663,1,1,1,1,1,1,11,0,0,0,0
664,1,0,1,0,1,0,6,0,0,0,0
665,1,0,2,0,1,0,0,0,0,0,0
666,0,1,-1,0,0,1,5,0,0,0,0
667,1,0,1,0,1,0,13,1,0,0,1
668,0,0,0,0,0,0,4,0,0,0,0
669,1,0,1,0,1,0,2,1,0,0,1
670,1,0,2,0,1,0,6,0,0,0,0
671,2,0,3,0,2,0,11,2,0,0,0
672,0,0,0,0,0,0,3,1,0,0,1
673,0,0,0,0,0,0,4,0,0,0,0
674,1,0,1,0,1,0,3,2,0,0,1
675,1,0,1,0,1,0,3,0,0,0,0
676,0,1,-3,0,0,1,4,0,0,0,0
677,1,1,0,1,1,1,3,0,0,0,1
678,0,1,-2,0,0,1,1,1,1,0,1
679,1,0,1,0,1,0,2,0,0,0,0
680,1,1,0,1,1,1,7,0,0,0,0
681,0,1,-1,0,0,1,11,0,0,0,0
682,0,0,0,0,0,0,6,0,0,0,0
683,2,1,1,2,1,1,20,0,0,0,1
684,0,1,-1,0,0,1,6,0,0,0,0
685,0,0,0,0,0,0,3,0,0,0,0
686,4,0,7,0,4,0,6,0,0,0,0
687,1,0,1,0,1,0,2,7,0,0,1
688,3,0,4,0,3,0,8,0,0,1,0
689,0,1,-3,0,0,1,3,0,0,0,1
690,0,0,0,0,0,0,2,3,0,0,1
691,1,0,2,0,1,0,4,0,0,0,0
692,1,0,1,0,1,0,8,1,0,0,1
693,0,0,0,0,0,0,19,1,0,0,0
694,1,0,1,0,1,0,3,0,0,0,0
695,0,1,-2,0,0,1,2,0,1,0,0
696,2,0,4,0,2,0,2,0,0,0,0
697,0,2,-2,0,0,2,2,0,0,0,1
698,0,1,-2,0,0,1,5,0,0,0,1
699,0,1,-1,0,0,1,7,8,0,0,1
700,0,0,0,0,0,0,10,0,0,0,0
701,0,0,0,0,0,0,5,2,0,0,1
702,2,0,2,0,2,0,1,0,0,0,0
703,0,0,0,0,0,0,17,2,0,0,1
704,1,0,1,0,1,0,2,0,0,0,1
705,1,1,-2,1,1,1,3,0,0,0,1
706,0,0,0,0,0,0,19,0,0,0,0
707,0,0,0,0,0,0,2,3,0,0,1
708,3,0,3,0,3,0,3,0,0,0,0
709,1,0,2,0,1,0,8,0,0,0,1
710,1,0,1,0,1,0,0,1,0,0,1
711,1,1,0,1,1,1,0,0,0,0,0
712,1,0,1,0,1,0,2,0,0,1,0
713,0,1,-1,0,0,1,29,0,0,0,0
714,0,0,0,0,0,0,5,0,0,0,0
715,0,1,-1,0,0,1,0,0,0,0,1
716,0,0,0,0,0,0,9,0,0,0,0
717,2,0,4,0,2,0,9,0,0,0,0
718,0,0,0,0,0,0,3,2,0,0,1
719,0,1,-1,0,0,1,2,0,0,0,0
720,1,1,-1,1,1,1,4,0,0,0,1
721,0,0,0,0,0,0,3,0,0,0,0
722,0,0,0,0,0,0,3,0,0,0,1
723,1,0,1,0,1,0,2,2,0,0,1
724,1,0,1,0,1,0,1,2,0,0,1
725,1,0,2,0,1,0,8,0,0,0,0
726,0,1,-1,0,0,1,4,4,0,0,1
727,0,0,0,0,0,0,8,0,0,0,0
728,0,0,0,0,0,0,4,0,0,0,1
729,0,0,0,0,0,0,11,0,0,0,0
730,2,0,3,0,2,0,5,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,9,0,0,0,0
733,1,0,1,0,1,0,4,0,0,0,1
734,3,0,3,0,3,0,9,0,0,1,1
735,0,0,0,0,0,0,0,3,0,0,1
736,2,0,2,0,2,0,3,2,0,0,1
737,0,0,0,0,0,0,2,0,0,0,0
738,0,0,0,0,0,0,3,0,0,0,0
739,0,1,-1,0,0,1,3,0,0,0,0
740,0,0,0,0,0,0,1,0,0,0,1
741,1,0,1,0,1,0,1,0,0,0,0
742,0,0,0,0,0,0,5,0,0,0,0
743,1,0,2,0,1,0,4,0,0,0,0
744,1,1,-1,1,1,1,1,4,0,0,1
745,0,2,-3,0,0,2,3,2,0,0,0
746,0,0,0,0,0,0,10,1,0,0,1
747,0,1,-1,0,0,1,8,0,0,0,0
748,0,0,0,0,0,0,14,2,0,0,0
749,1,0,2,0,1,0,8,1,0,0,1
750,5,1,5,1,5,1,7,0,0,0,0
751,0,0,0,0,0,0,1,1,0,0,1
752,0,0,0,0,0,0,21,0,0,0,0
753,0,0,0,0,0,0,4,1,0,0,1
754,0,1,-2,0,0,1,1,0,0,0,0
755,0,0,0,0,0,0,2,2,0,0,1
756,1,0,2,0,1,0,1,1,0,0,0
757,0,1,-1,0,0,1,1,0,0,0,0
758,2,0,2,0,2,0,1,0,0,0,1
759,0,0,0,0,0,0,1,0,0,0,0
760,1,0,2,0,1,0,6,1,0,0,1
761,1,1,0,1,1,1,3,0,0,0,0
762,1,1,-1,1,1,1,0,0,1,0,0
763,2,0,3,0,2,0,13,2,0,0,0
764,0,0,0,0,0,0,1,0,0,0,1
765,2,1,2,1,2,1,6,2,0,0,1
766,0,2,-2,0,0,2,2,0,0,0,1
767,2,0,3,0,2,0,1,0,0,1,1
768,1,0,1,0,1,0,2,0,0,0,1
769,0,0,0,0,0,0,5,0,0,0,0
770,0,1,-1,0,0,1,2,0,0,0,1
771,0,0,0,0,0,0,7,1,0,0,1
772,0,0,0,0,0,0,4,0,0,0,0
773,0,0,0,0,0,0,1,0,0,0,1
774,0,0,0,0,0,0,7,0,0,0,0
775,0,0,0,0,0,0,7,0,0,0,0
