index,(+ve word count) ,(-ve word count),(overall polarity),(times change in pol),(largest + cont),(largest - cont),(capital letters),(punctuation),emoji_count,laughter_exp_count,label
776,0,0,0,0,0,0,6,2,0,0,1
777,0,1,-2,0,0,1,1,4,0,0,1
778,0,0,0,0,0,0,3,0,0,0,0
779,1,1,0,1,1,1,1,1,0,0,0
780,2,0,4,0,2,0,10,0,0,0,0
781,0,3,-5,0,0,3,3,1,0,0,1
782,1,1,0,1,1,1,2,0,0,0,1
783,1,1,-1,1,1,1,1,0,0,0,0
784,1,0,1,0,1,0,11,0,0,0,0
785,1,0,1,0,1,0,3,2,0,0,1
786,1,0,2,0,1,0,3,0,0,0,0
787,0,1,-1,0,0,1,6,0,0,0,0
788,0,1,-2,0,0,1,2,4,7,0,1
789,0,2,-2,0,0,2,14,0,0,0,0
790,0,0,0,0,0,0,38,6,23,0,1
791,3,1,2,2,2,1,6,0,0,0,1
792,1,0,2,0,1,0,9,1,0,0,1
793,0,0,0,0,0,0,3,0,0,0,0
794,0,0,0,0,0,0,7,0,0,0,0
795,2,0,3,0,2,0,1,0,0,0,0
796,0,0,0,0,0,0,3,0,0,0,0
797,2,0,3,0,2,0,3,0,0,0,0
798,0,0,0,0,0,0,1,0,0,0,1
799,4,0,6,0,4,0,7,4,0,0,1
800,2,2,-1,1,2,2,1,0,0,0,0
801,0,0,0,0,0,0,8,2,0,0,1
802,1,0,2,0,1,0,9,4,0,0,1
803,1,0,1,0,1,0,3,0,0,0,1
804,1,1,-1,1,1,1,3,0,0,0,1
805,1,1,1,1,1,1,3,4,0,0,1
806,0,0,0,0,0,0,4,11,0,0,1
807,0,0,0,0,0,0,2,0,0,0,1
808,0,0,0,0,0,0,17,1,0,0,0
809,0,1,-1,0,0,1,11,0,0,0,0
810,0,0,0,0,0,0,4,0,0,0,0
811,1,0,1,0,1,0,5,2,0,0,1
812,0,0,0,0,0,0,3,0,0,0,0
813,1,1,0,1,1,1,4,0,0,0,1
814,2,0,3,0,2,0,80,0,0,0,1
815,0,0,0,0,0,0,9,0,0,0,0
816,0,0,0,0,0,0,4,0,0,0,1
817,0,0,0,0,0,0,12,0,0,0,0
818,1,1,0,1,1,1,3,0,0,0,1
819,2,0,3,0,2,0,3,2,0,0,1
820,1,0,2,0,1,0,2,0,0,0,1
821,3,0,3,0,3,0,6,1,0,0,1
822,1,0,1,0,1,0,5,0,0,0,0
823,0,0,0,0,0,0,15,0,0,0,0
824,0,1,-1,0,0,1,6,0,0,0,0
825,0,2,-2,0,0,2,6,0,0,0,1
826,0,1,-1,0,0,1,1,0,0,0,1
827,0,1,-1,0,0,1,8,0,0,0,0
828,1,0,1,0,1,0,9,1,0,0,0
829,2,0,3,0,2,0,3,0,0,0,1
830,1,0,2,0,1,0,1,0,0,0,1
831,0,0,0,0,0,0,1,1,0,0,1
832,0,0,0,0,0,0,5,0,0,0,0
833,2,0,4,0,2,0,6,0,0,0,1
834,1,1,1,1,1,1,6,0,0,0,0
835,1,1,0,1,1,1,0,0,0,0,1
836,1,0,2,0,1,0,3,0,0,0,0
837,0,0,0,0,0,0,10,1,0,0,0
838,0,0,0,0,0,0,6,0,0,0,0
839,1,1,1,1,1,1,4,0,0,0,1
840,0,0,0,0,0,0,5,0,0,0,0
841,0,1,-2,0,0,1,2,0,0,0,1
842,1,0,1,0,1,0,1,0,0,0,0
843,0,0,0,0,0,0,12,0,0,0,0
844,0,0,0,0,0,0,3,0,0,0,1
845,1,0,1,0,1,0,3,2,0,0,1
846,1,0,2,0,1,0,2,1,0,0,0
847,0,0,0,0,0,0,4,0,0,0,0
848,1,0,2,0,1,0,8,0,0,0,0
849,1,0,1,0,1,0,4,0,0,0,0
850,0,0,0,0,0,0,5,0,0,0,0
851,1,1,-2,1,1,1,4,1,0,0,1
852,3,0,3,0,3,0,4,0,0,0,1
853,0,0,0,0,0,0,7,0,0,0,1
854,1,1,0,1,1,1,1,1,0,0,1
855,0,1,-1,0,0,1,7,2,0,0,1
856,1,0,2,0,1,0,3,4,0,0,1
857,1,0,1,0,1,0,2,2,0,0,1
858,2,0,2,0,2,0,6,0,0,0,0
859,0,1,-1,0,0,1,0,0,0,0,1
860,0,0,0,0,0,0,1,3,0,0,1
861,0,0,0,0,0,0,2,0,0,0,0
862,1,0,1,0,1,0,0,0,0,0,0
863,0,0,0,0,0,0,9,0,0,0,1
864,1,1,1,1,1,1,7,0,0,0,0
865,1,1,1,1,1,1,3,0,0,0,1
866,0,0,0,0,0,0,1,0,0,0,0
867,0,0,0,0,0,0,2,2,0,0,0
868,0,0,0,0,0,0,1,0,0,0,1
869,0,0,0,0,0,0,4,1,0,0,0
870,1,0,2,0,1,0,5,0,0,0,0
871,0,0,0,0,0,0,1,0,0,0,0
872,2,0,3,0,2,0,80,0,0,0,0
873,0,0,0,0,0,0,5,0,0,0,0
874,0,0,0,0,0,0,1,0,0,0,1
875,1,0,2,0,1,0,1,0,1,0,1
876,0,0,0,0,0,0,18,0,0,0,0
877,1,0,1,0,1,0,3,4,0,0,1
878,0,2,-2,0,0,2,6,1,0,0,0
879,4,0,4,0,4,0,12,0,0,1,1
880,1,0,1,0,1,0,10,0,0,0,0
881,0,0,0,0,0,0,1,0,0,0,0
882,0,2,-2,0,0,2,10,4,0,0,1
883,1,0,1,0,1,0,2,0,0,0,0
884,1,0,2,0,1,0,6,0,0,0,0
885,0,0,0,0,0,0,1,0,0,0,0
886,1,3,-2,1,1,3,5,0,0,0,1
887,0,2,-4,0,0,2,9,0,0,0,1
888,0,1,-1,0,0,1,1,0,0,0,1
889,2,0,2,0,2,0,1,0,0,0,0
890,0,0,0,0,0,0,10,0,0,0,0
891,0,1,-3,0,0,1,5,1,0,0,1
892,1,0,2,0,1,0,14,0,0,0,0
893,0,0,0,0,0,0,5,0,0,0,0
894,1,0,1,0,1,0,7,0,0,0,0
895,0,0,0,0,0,0,0,1,0,0,0
896,0,0,0,0,0,0,6,0,0,0,0
897,1,0,1,0,1,0,5,0,0,0,1
898,0,2,-4,0,0,2,3,2,0,0,1
899,0,0,0,0,0,0,1,0,0,0,1
900,1,0,1,0,1,0,1,0,0,1,1
901,2,1,0,1,2,1,1,0,0,0,1
902,2,0,3,0,2,0,29,0,0,0,0
903,3,0,6,0,3,0,2,0,2,0,0
904,1,0,2,0,1,0,1,0,0,0,1
905,0,0,0,0,0,0,6,0,0,0,0
906,1,0,1,0,1,0,8,0,0,0,0
907,2,0,2,0,2,0,0,0,0,0,1
908,2,0,2,0,2,0,2,0,0,0,1
909,0,0,0,0,0,0,15,0,0,0,0
910,1,1,1,1,1,1,0,0,0,0,1
911,1,0,2,0,1,0,1,0,0,0,0
912,2,0,2,0,2,0,1,0,0,0,0
913,2,0,2,0,2,0,2,0,0,0,1
914,0,0,0,0,0,0,11,0,0,0,0
915,0,1,-1,0,0,1,1,0,0,0,1
916,0,2,-3,0,0,2,8,1,0,0,1
917,1,3,-3,1,1,3,7,1,0,0,0
918,0,3,-6,0,0,3,8,0,0,0,0
919,0,0,0,0,0,0,15,0,0,0,0
920,1,0,1,0,1,0,1,0,0,0,0
921,0,0,0,0,0,0,1,0,0,0,0
922,1,0,1,0,1,0,1,0,0,0,1
923,0,0,0,0,0,0,4,0,0,0,0
924,1,0,2,0,1,0,14,1,0,0,1
925,0,0,0,0,0,0,1,1,0,0,0
926,0,1,-1,0,0,1,6,2,0,0,1
927,2,0,3,0,2,0,0,2,0,0,1
928,0,0,0,0,0,0,4,1,0,0,0
929,1,0,2,0,1,0,2,0,0,0,0
930,0,0,0,0,0,0,5,0,0,0,0
931,0,0,0,0,0,0,2,1,0,0,1
932,0,0,0,0,0,0,0,0,0,0,1
933,1,1,0,1,1,1,2,0,0,0,0
934,2,0,3,0,2,0,5,0,0,0,1
935,0,0,0,0,0,0,1,0,0,0,0
936,1,0,1,0,1,0,2,0,0,0,0
937,1,0,1,0,1,0,3,2,0,0,0
938,2,2,0,2,1,2,1,0,0,0,0
939,1,0,2,0,1,0,14,1,0,0,1
940,0,0,0,0,0,0,2,0,0,1,1
941,0,0,0,0,0,0,2,0,0,0,0
942,0,0,0,0,0,0,11,0,0,0,0
943,1,0,2,0,1,0,1,0,0,0,0
944,0,0,0,0,0,0,3,1,0,0,0
945,1,1,0,1,1,1,9,1,0,0,1
946,0,1,-2,0,0,1,5,1,0,0,0
947,1,0,1,0,1,0,1,0,0,0,1
948,0,0,0,0,0,0,5,0,0,0,1
949,0,1,-1,0,0,1,1,1,0,0,1
950,1,0,1,0,1,0,4,0,0,0,0
951,1,0,1,0,1,0,2,0,0,0,1
952,0,1,-2,0,0,1,0,1,0,0,1
953,1,0,2,0,1,0,49,0,0,0,0
954,2,2,-1,1,2,2,2,0,0,0,1
955,1,0,1,0,1,0,0,0,0,0,1
956,0,3,-6,0,0,3,14,5,0,0,1
957,1,0,1,0,1,0,2,0,0,0,0
958,2,0,4,0,2,0,4,1,0,0,0
959,1,0,1,0,1,0,5,1,0,0,1
960,0,0,0,0,0,0,7,6,0,0,0
961,1,0,2,0,1,0,4,2,0,0,1
962,1,0,2,0,1,0,3,1,0,0,1
963,2,0,3,0,2,0,21,2,0,0,0
964,2,0,3,0,2,0,7,0,1,0,0
965,0,1,-2,0,0,1,4,3,0,0,1
966,0,0,0,0,0,0,7,0,0,0,0
967,1,2,-1,1,1,2,1,0,0,0,0
968,1,0,2,0,1,0,12,1,0,0,1
969,0,0,0,0,0,0,9,0,0,0,0
970,1,0,1,0,1,0,2,0,0,0,1
971,0,1,-1,0,0,1,6,0,0,0,0
972,1,1,0,1,1,1,2,0,0,0,0
973,0,0,0,0,0,0,4,0,0,0,0
974,1,4,-3,2,1,3,15,1,0,0,1
975,0,0,0,0,0,0,1,0,0,0,0
976,0,0,0,0,0,0,8,0,0,0,0
977,0,2,-3,0,0,2,2,0,0,0,0
978,0,0,0,0,0,0,6,1,0,0,0
979,0,0,0,0,0,0,7,0,0,0,0
980,2,0,3,0,2,0,80,0,0,0,1
981,0,0,0,0,0,0,10,0,0,0,0
982,0,0,0,0,0,0,9,0,0,0,1
983,0,0,0,0,0,0,2,1,0,0,0
984,0,0,0,0,0,0,1,0,0,0,0
985,1,0,1,0,1,0,7,0,0,0,0
986,1,0,1,0,1,0,3,0,1,0,0
987,0,0,0,0,0,0,2,2,0,0,1
988,1,0,2,0,1,0,14,1,0,0,1
989,0,0,0,0,0,0,3,0,0,0,0
990,0,0,0,0,0,0,1,2,0,0,1
991,0,0,0,0,0,0,14,3,0,0,1
992,1,0,1,0,1,0,9,0,0,0,1
993,1,0,1,0,1,0,1,0,0,0,1
994,1,0,1,0,1,0,3,1,0,0,1
995,0,0,0,0,0,0,3,3,0,0,1
996,0,1,-2,0,0,1,3,0,0,0,1
997,0,0,0,0,0,0,2,0,0,0,0
998,0,0,0,0,0,0,0,0,0,0,0
999,0,1,-1,0,0,1,3,2,0,0,1
1000,1,0,1,0,1,0,0,1,0,0,0
1001,1,0,1,0,1,0,2,1,3,1,1
1002,1,1,-1,1,1,1,6,0,0,0,0
1003,0,0,0,0,0,0,6,0,0,0,1
1004,4,1,3,2,2,1,1,0,0,0,1
1005,0,0,0,0,0,0,9,2,0,0,1
1006,0,0,0,0,0,0,9,1,0,0,1
1007,0,1,-2,0,0,1,11,0,0,0,1
1008,0,0,0,0,0,0,2,0,0,0,0
1009,1,0,2,0,1,0,1,0,0,0,0
1010,1,1,0,1,1,1,8,0,0,0,0
1011,0,0,0,0,0,0,10,0,0,0,0
1012,0,0,0,0,0,0,7,0,0,0,0
1013,0,0,0,0,0,0,2,0,0,0,1
1014,0,0,0,0,0,0,9,2,0,0,1
1015,1,0,1,0,1,0,6,0,0,0,1
1016,1,0,2,0,1,0,4,1,0,0,1
1017,0,1,-1,0,0,1,3,0,0,0,1
1018,2,1,0,2,1,1,4,0,0,0,1
1019,0,1,-2,0,0,1,2,0,0,0,0
1020,1,0,1,0,1,0,0,0,0,1,1
1021,1,0,1,0,1,0,6,0,0,0,1
1022,1,0,2,0,1,0,1,0,0,0,1
1023,0,0,0,0,0,0,7,0,0,0,0
1024,0,0,0,0,0,0,12,0,0,0,0
1025,0,1,-1,0,0,1,9,1,0,0,1
1026,0,4,-4,0,0,4,8,0,0,0,0
1027,2,0,3,0,2,0,4,0,0,0,0
1028,1,0,1,0,1,0,13,5,1,0,1
1029,1,1,0,1,1,1,5,0,0,0,1
1030,1,1,0,1,1,1,2,0,0,0,0
1031,0,0,0,0,0,0,11,0,0,0,0
1032,1,0,1,0,1,0,4,0,0,0,0
1033,1,0,1,0,1,0,5,0,0,0,0
1034,0,0,0,0,0,0,2,0,0,0,0
1035,0,2,-2,0,0,2,13,0,0,0,0
1036,1,2,-2,1,1,2,1,0,0,0,0
1037,1,0,1,0,1,0,14,0,0,0,0
1038,3,0,3,0,3,0,9,0,0,0,0
1039,1,1,-1,1,1,1,1,0,0,0,0
1040,0,0,0,0,0,0,12,0,0,0,1
1041,0,1,-1,0,0,1,5,0,0,0,0
1042,1,0,2,0,1,0,3,1,0,0,1
1043,1,0,3,0,1,0,2,0,0,0,0
1044,0,0,0,0,0,0,1,0,0,0,0
1045,0,0,0,0,0,0,5,0,0,0,0
1046,1,2,-1,1,1,2,6,0,0,0,0
1047,0,1,-2,0,0,1,11,0,0,0,1
1048,1,1,-1,1,1,1,4,0,0,0,0
1049,3,0,3,0,3,0,2,2,1,0,1
1050,0,1,-1,0,0,1,1,0,0,0,0
1051,2,0,3,0,2,0,2,0,0,0,0
1052,0,0,0,0,0,0,9,0,0,0,0
1053,0,0,0,0,0,0,2,2,0,0,1
1054,0,0,0,0,0,0,1,0,0,0,0
1055,1,0,2,0,1,0,1,0,0,0,1
1056,2,1,1,1,2,1,1,0,0,0,0
1057,0,0,0,0,0,0,2,0,0,0,1
1058,1,0,2,0,1,0,1,0,0,0,0
1059,0,0,0,0,0,0,2,0,0,0,0
1060,0,1,-1,0,0,1,1,0,0,0,0
1061,0,0,0,0,0,0,1,0,0,0,1
1062,1,0,1,0,1,0,1,0,0,0,0
1063,0,0,0,0,0,0,3,0,0,0,1
1064,3,1,2,2,2,1,2,2,1,0,1
1065,0,0,0,0,0,0,5,3,0,0,1
1066,1,0,1,0,1,0,6,0,0,0,1
1067,1,1,0,1,1,1,2,0,0,0,0
1068,0,3,-6,0,0,3,9,0,0,0,1
1069,1,0,1,0,1,0,5,2,0,0,1
1070,0,0,0,0,0,0,6,0,0,0,0
1071,0,2,-2,0,0,2,0,1,0,0,0
1072,0,0,0,0,0,0,13,5,0,0,0
1073,0,0,0,0,0,0,1,0,0,0,1
1074,0,0,0,0,0,0,8,0,0,0,0
1075,0,1,-2,0,0,1,4,0,0,0,0
1076,0,2,-2,0,0,2,7,0,0,0,0
1077,0,0,0,0,0,0,4,2,0,0,0
1078,1,0,2,0,1,0,1,2,0,0,1
1079,0,1,-2,0,0,1,13,0,0,0,1
1080,1,0,2,0,1,0,1,2,1,0,0
1081,1,1,0,1,1,1,1,0,0,0,0
1082,0,0,0,0,0,0,13,2,0,0,1
1083,0,0,0,0,0,0,2,4,0,0,1
1084,0,0,0,0,0,0,1,0,0,0,0
1085,0,1,-2,0,0,1,0,0,1,0,0
1086,0,1,-2,0,0,1,6,0,0,0,0
1087,0,0,0,0,0,0,6,1,0,0,1
1088,2,1,1,1,2,1,3,0,1,0,1
1089,0,0,0,0,0,0,1,0,0,0,1
1090,1,0,2,0,1,0,5,0,0,0,1
1091,1,0,1,0,1,0,0,0,0,0,1
1092,0,0,0,0,0,0,3,2,0,0,0
1093,1,0,1,0,1,0,9,4,0,0,1
1094,1,1,0,1,1,1,8,0,0,1,1
1095,1,0,1,0,1,0,2,0,0,0,0
1096,1,0,2,0,1,0,4,0,0,0,0
1097,0,0,0,0,0,0,1,0,0,0,0
1098,0,0,0,0,0,0,11,0,0,0,0
1099,0,2,-3,0,0,2,10,4,0,0,1
1100,0,0,0,0,0,0,38,6,23,0,1
1101,0,0,0,0,0,0,4,0,0,0,0
1102,2,0,2,0,2,0,2,0,0,1,0
1103,0,0,0,0,0,0,1,1,0,0,1
1104,2,0,3,0,2,0,4,0,0,0,0
1105,0,2,-2,0,0,2,2,0,0,0,1
1106,1,0,2,0,1,0,2,4,0,0,1
1107,0,1,-1,0,0,1,3,0,0,0,1
1108,1,0,1,0,1,0,3,0,0,0,1
1109,0,0,0,0,0,0,7,2,0,0,1
1110,1,0,1,0,1,0,13,0,3,0,1
1111,0,2,-4,0,0,2,7,0,0,0,1
1112,0,1,-1,0,0,1,3,1,0,0,0
1113,2,0,2,0,2,0,1,0,0,0,1
1114,1,1,-1,1,1,1,25,0,0,0,0
1115,1,1,-1,1,1,1,8,0,1,0,0
1116,0,0,0,0,0,0,14,0,0,0,0
1117,0,1,-1,0,0,1,1,0,1,0,1
1118,0,0,0,0,0,0,1,0,0,0,1
1119,0,0,0,0,0,0,8,0,0,0,0
1120,1,0,1,0,1,0,1,0,3,0,0
1121,0,1,-1,0,0,1,10,6,0,0,1
1122,0,0,0,0,0,0,4,2,0,0,0
1123,3,0,3,0,3,0,8,2,0,0,1
1124,1,0,1,0,1,0,5,0,0,0,0
1125,0,0,0,0,0,0,5,0,0,0,0
1126,0,0,0,0,0,0,3,0,0,0,0
1127,1,1,-1,1,1,1,1,0,0,0,1
1128,1,0,1,0,1,0,1,1,0,0,1
1129,0,0,0,0,0,0,8,0,0,0,0
1130,0,0,0,0,0,0,1,0,0,0,0
1131,1,0,2,0,1,0,8,0,0,0,1
1132,1,2,-3,1,1,2,1,0,0,0,1
1133,1,0,2,0,1,0,18,2,0,0,1
1134,0,0,0,0,0,0,1,0,0,0,0
1135,0,1,-2,0,0,1,5,0,0,0,0
1136,1,0,1,0,1,0,7,3,0,0,1
1137,1,0,1,0,1,0,2,1,0,0,1
1138,0,0,0,0,0,0,6,0,0,0,0
1139,4,0,6,0,4,0,3,0,0,0,0
1140,1,1,-1,1,1,1,3,0,0,0,1
1141,1,0,1,0,1,0,9,0,0,0,0
1142,0,0,0,0,0,0,3,2,0,0,0
1143,1,1,0,1,1,1,3,1,0,0,1
1144,1,0,1,0,1,0,14,0,0,1,1
1145,0,2,-2,0,0,2,6,0,0,0,0
1146,1,3,-3,2,1,2,4,0,0,0,1
1147,0,1,-1,0,0,1,6,4,0,0,1
1148,1,1,0,1,1,1,2,0,0,0,1
1149,5,0,6,0,5,0,2,0,0,1,1
1150,1,2,-3,1,1,2,1,0,0,0,0
1151,1,0,1,0,1,0,7,0,0,0,0
1152,0,0,0,0,0,0,8,0,0,0,0
1153,1,1,0,1,1,1,2,0,0,0,1
1154,0,0,0,0,0,0,4,0,0,0,0
1155,0,1,-2,0,0,1,1,0,0,0,1
1156,0,1,-2,0,0,1,4,0,0,0,1
1157,0,1,-2,0,0,1,6,0,0,0,0
1158,0,0,0,0,0,0,1,1,0,0,1
1159,1,0,2,0,1,0,5,0,0,0,1
1160,0,3,-6,0,0,3,8,0,0,0,1
1161,0,0,0,0,0,0,2,1,0,0,1
1162,0,0,0,0,0,0,12,0,0,0,0
1163,1,0,1,0,1,0,3,0,0,0,0
1164,1,0,1,0,1,0,5,1,0,0,0
1165,2,1,0,1,2,1,4,2,2,0,1
1166,1,0,1,0,1,0,12,0,0,0,1
1167,1,0,2,0,1,0,1,0,0,0,0
1168,0,1,-1,0,0,1,5,0,5,0,0
1169,1,0,2,0,1,0,1,0,0,0,0
1170,0,1,-1,0,0,1,6,0,0,0,1
1171,0,2,-2,0,0,2,5,0,0,0,1
1172,0,0,0,0,0,0,3,0,0,0,0
1173,0,0,0,0,0,0,6,0,0,0,0
1174,0,0,0,0,0,0,2,1,0,0,1
1175,1,3,-2,2,1,2,1,0,0,0,1
1176,1,1,0,1,1,1,3,0,0,0,0
1177,0,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,1,0,0,0,0
1179,0,1,-1,0,0,1,2,0,0,0,0
1180,3,0,3,0,3,0,14,0,0,0,1
1181,1,0,1,0,1,0,1,4,0,0,0
1182,1,1,0,1,1,1,10,0,0,0,1
1183,2,1,2,1,2,1,5,1,0,0,1
1184,0,1,-2,0,0,1,2,0,7,0,0
1185,0,0,0,0,0,0,3,0,0,0,0
1186,0,0,0,0,0,0,4,2,0,0,0
1187,0,0,0,0,0,0,8,0,0,0,0
1188,0,0,0,0,0,0,3,2,1,0,1
1189,0,1,-1,0,0,1,4,0,0,0,1
1190,0,0,0,0,0,0,2,0,0,0,1
1191,3,0,6,0,3,0,0,0,0,0,0
1192,1,0,2,0,1,0,3,0,0,0,1
1193,0,0,0,0,0,0,2,8,0,0,1
1194,1,2,-2,1,1,2,8,0,0,0,1
1195,0,0,0,0,0,0,3,0,0,0,0
1196,0,2,-2,0,0,2,11,1,0,0,1
1197,0,0,0,0,0,0,2,0,0,0,1
1198,0,2,-3,0,0,2,4,0,0,0,0
1199,1,0,1,0,1,0,4,0,0,0,0
1200,0,0,0,0,0,0,1,3,0,0,0
1201,0,0,0,0,0,0,1,0,0,0,1
1202,1,0,1,0,1,0,1,0,0,0,0
1203,1,0,1,0,1,0,4,0,0,0,1
1204,1,0,1,0,1,0,8,0,0,0,1
1205,0,2,-2,0,0,2,2,0,0,0,0
1206,0,1,-1,0,0,1,4,0,0,0,1
1207,0,0,0,0,0,0,1,1,0,0,0
1208,0,0,0,0,0,0,11,1,0,0,0
1209,1,0,1,0,1,0,7,0,0,0,0
1210,2,0,2,0,2,0,2,0,0,1,1
1211,1,1,0,1,1,1,16,0,0,0,0
1212,0,0,0,0,0,0,1,0,0,0,1
1213,0,0,0,0,0,0,7,1,0,0,0
1214,1,0,1,0,1,0,1,0,0,0,1
1215,1,0,1,0,1,0,6,1,0,0,1
1216,2,2,-2,2,1,2,6,1,0,0,1
1217,1,0,1,0,1,0,2,1,0,0,0
1218,0,1,-1,0,0,1,5,0,0,0,0
1219,0,0,0,0,0,0,2,0,0,0,0
1220,0,0,0,0,0,0,9,0,0,0,1
1221,0,1,-2,0,0,1,11,1,0,0,1
1222,1,4,-3,2,1,3,14,0,0,0,0
1223,0,0,0,0,0,0,2,0,0,0,1
1224,0,1,-1,0,0,1,2,0,0,0,0
1225,0,0,0,0,0,0,1,0,0,0,0
1226,0,1,-1,0,0,1,1,0,0,0,0
1227,0,0,0,0,0,0,4,0,0,0,0
1228,1,0,2,0,1,0,2,3,0,0,1
1229,0,2,-2,0,0,2,0,0,0,0,1
1230,1,0,2,0,1,0,2,0,0,0,1
1231,0,1,-1,0,0,1,0,0,1,0,0
1232,1,0,1,0,1,0,5,0,0,0,1
1233,2,0,2,0,2,0,2,0,0,0,0
1234,3,2,1,2,3,1,16,1,0,0,1
1235,0,1,-1,0,0,1,1,0,0,0,1
1236,0,1,-1,0,0,1,7,1,0,0,0
1237,0,0,0,0,0,0,2,0,0,0,1
1238,0,0,0,0,0,0,2,0,0,0,1
1239,0,0,0,0,0,0,8,0,0,0,0
1240,0,1,-1,0,0,1,1,0,0,0,1
1241,2,0,3,0,2,0,0,0,0,0,0
1242,4,0,6,0,4,0,6,0,0,0,0
1243,0,0,0,0,0,0,5,0,0,0,0
1244,1,0,2,0,1,0,3,6,0,0,1
1245,1,0,1,0,1,0,1,0,0,0,0
1246,1,0,1,0,1,0,3,1,0,0,0
1247,0,0,0,0,0,0,10,0,0,0,0
1248,1,1,-1,1,1,1,0,0,0,0,0
1249,0,2,-2,0,0,2,2,2,0,0,0
1250,2,0,3,0,2,0,18,0,0,0,0
1251,0,1,-1,0,0,1,7,0,0,0,1
1252,0,0,0,0,0,0,1,0,0,0,1
1253,2,0,2,0,2,0,2,0,0,0,0
1254,0,1,-1,0,0,1,1,0,0,0,1
1255,2,0,3,0,2,0,11,1,0,0,1
1256,0,0,0,0,0,0,2,2,0,0,0
1257,0,0,0,0,0,0,1,0,0,0,1
1258,0,1,-1,0,0,1,3,0,0,0,0
1259,0,0,0,0,0,0,10,0,0,0,0
1260,0,1,-1,0,0,1,1,1,0,0,0
1261,0,0,0,0,0,0,6,2,0,0,0
1262,0,0,0,0,0,0,1,2,0,0,1
1263,0,0,0,0,0,0,11,0,0,0,0
1264,1,1,0,1,1,1,2,0,0,0,1
1265,1,0,1,0,1,0,1,0,0,0,0
1266,0,0,0,0,0,0,4,0,0,0,0
1267,0,1,-1,0,0,1,4,2,0,0,1
1268,2,1,0,2,1,1,4,2,0,0,0
1269,1,0,1,0,1,0,1,0,0,0,0
1270,1,0,2,0,1,0,2,0,0,0,0
1271,0,0,0,0,0,0,3,2,0,0,1
1272,0,1,-1,0,0,1,4,1,0,0,1
1273,1,0,1,0,1,0,6,0,0,0,0
1274,1,0,1,0,1,0,5,0,0,0,0
1275,1,1,0,1,1,1,3,0,0,0,0
1276,0,0,0,0,0,0,4,0,0,0,0
1277,0,0,0,0,0,0,2,2,0,0,1
1278,0,0,0,0,0,0,2,0,0,0,0
1279,1,0,2,0,1,0,8,0,1,0,0
1280,0,0,0,0,0,0,9,1,0,0,0
1281,1,0,2,0,1,0,1,0,0,0,0
1282,3,0,6,0,3,0,4,0,0,0,0
1283,0,0,0,0,0,0,17,0,0,0,0
1284,1,0,1,0,1,0,8,0,0,0,0
1285,0,0,0,0,0,0,5,0,0,0,1
1286,0,0,0,0,0,0,1,0,0,0,0
1287,0,1,-2,0,0,1,6,3,0,0,1
1288,0,0,0,0,0,0,8,0,0,0,0
1289,0,0,0,0,0,0,4,0,0,0,1
1290,0,0,0,0,0,0,13,0,0,0,0
1291,0,3,-6,0,0,3,9,0,0,0,0
1292,1,0,1,0,1,0,5,1,0,0,1
1293,0,0,0,0,0,0,16,0,0,0,0
1294,1,0,1,0,1,0,8,2,0,0,0
1295,0,0,0,0,0,0,5,0,1,0,1
1296,0,0,0,0,0,0,4,1,0,0,1
1297,1,0,1,0,1,0,1,0,0,0,1
1298,0,0,0,0,0,0,3,1,0,0,1
1299,2,0,3,0,2,0,6,0,0,0,0
1300,0,0,0,0,0,0,1,2,0,0,1
1301,0,0,0,0,0,0,5,0,0,0,0
1302,1,0,1,0,1,0,2,1,0,0,1
1303,1,1,0,1,1,1,7,0,0,0,1
1304,1,1,-1,1,1,1,9,0,0,0,1
1305,0,0,0,0,0,0,3,0,0,0,0
1306,0,1,-1,0,0,1,4,0,0,0,1
1307,0,0,0,0,0,0,7,0,0,0,0
1308,0,1,-1,0,0,1,2,0,0,0,0
1309,1,0,1,0,1,0,4,0,0,0,0
1310,3,0,4,0,3,0,1,0,0,0,1
1311,1,1,1,1,1,1,5,2,0,0,0
1312,1,0,1,0,1,0,0,2,0,0,0
1313,1,0,1,0,1,0,5,0,0,0,0
1314,0,0,0,0,0,0,10,0,0,0,0
1315,0,1,-1,0,0,1,8,3,0,0,1
1316,2,0,4,0,2,0,4,0,0,0,0
1317,0,2,-2,0,0,2,8,0,0,0,0
1318,0,1,-3,0,0,1,12,3,0,0,1
1319,0,0,0,0,0,0,3,0,0,0,0
1320,0,0,0,0,0,0,11,0,0,0,0
1321,0,1,-1,0,0,1,10,0,0,0,0
1322,1,0,1,0,1,0,11,0,0,0,0
1323,0,0,0,0,0,0,2,2,0,0,1
1324,1,0,1,0,1,0,8,1,0,0,1
1325,0,0,0,0,0,0,18,0,0,0,0
1326,1,1,1,1,1,1,4,0,0,0,0
1327,0,1,-1,0,0,1,7,1,0,0,0
1328,3,0,3,0,3,0,6,1,0,0,1
1329,0,0,0,0,0,0,6,0,0,0,0
1330,0,0,0,0,0,0,2,0,0,0,1
1331,1,1,0,1,1,1,1,0,0,0,1
1332,1,0,3,0,1,0,9,4,0,0,1
1333,1,0,1,0,1,0,0,0,0,1,1
1334,0,0,0,0,0,0,2,3,0,0,0
1335,0,0,0,0,0,0,3,0,0,0,0
